x_id,estimated_dollar_loss,possible_cause_detail,tfs_alarm_time,possible_cause,month,day_of_week
2370440,3000,47 - Improper handling of ignition source or ignited material,2013-08-22T13:41:15,Misuse of ignition source/material ignited,August,Thursday
2370441,35000,52 - Electrical Failure,2016-09-27T17:33:25,Mechanical/Electrical Failure,September,Tuesday
2370442,25,45 - Improperly Discarded,2015-03-29T16:55:57,Misuse of ignition source/material ignited,March,Sunday
2370443,100,20 - Design/Construction/Installation/Maintenance Deficiency,2015-03-29T19:26:07,Design/Construction/Maintenance deficiency,March,Sunday
2370444,3500,52 - Electrical Failure,2013-09-01T08:39:52,Mechanical/Electrical Failure,September,Sunday
2370445,300,51 - Mechanical Failure,2013-06-23T21:34:55,Mechanical/Electrical Failure,June,Sunday
2370446,2000,51 - Mechanical Failure,2014-06-01T19:25:10,Mechanical/Electrical Failure,June,Sunday
2370448,0,20 - Design/Construction/Installation/Maintenance Deficiency,2014-05-30T13:09:10,Design/Construction/Maintenance deficiency,May,Friday
2370449,0,48 - Used for purpose not intended,2014-05-30T22:39:54,Misuse of ignition source/material ignited,May,Friday
2370450,200,45 - Improperly Discarded,2014-05-31T04:28:49,Misuse of ignition source/material ignited,May,Saturday
2370452,1000,52 - Electrical Failure,2017-07-22T05:05:26,Mechanical/Electrical Failure,July,Saturday
2370455,100,45 - Improperly Discarded,2016-06-19T00:11:18,Misuse of ignition source/material ignited,June,Sunday
2370456,1000,51 - Mechanical Failure,2013-06-25T21:43:37,Mechanical/Electrical Failure,June,Tuesday
2370459,5000,52 - Electrical Failure,2014-06-01T16:21:32,Mechanical/Electrical Failure,June,Sunday
2370460,0,51 - Mechanical Failure,2014-06-01T18:32:53,Mechanical/Electrical Failure,June,Sunday
2370461,1000,20 - Design/Construction/Installation/Maintenance Deficiency,2012-06-09T13:36:27,Design/Construction/Maintenance deficiency,June,Saturday
2370462,20000,20 - Design/Construction/Installation/Maintenance Deficiency,2014-07-28T17:20:32,Design/Construction/Maintenance deficiency,July,Monday
2370463,1000,52 - Electrical Failure,2013-09-10T18:16:52,Mechanical/Electrical Failure,September,Tuesday
2370466,4000,44 - Unattended,2016-03-04T08:39:04,Misuse of ignition source/material ignited,March,Friday
2370467,1000,51 - Mechanical Failure,2012-05-16T05:22:34,Mechanical/Electrical Failure,May,Wednesday
2370468,10,45 - Improperly Discarded,2017-05-13T16:41:35,Misuse of ignition source/material ignited,May,Saturday
2370471,5000,51 - Mechanical Failure,2013-08-16T15:24:15,Mechanical/Electrical Failure,August,Friday
2370474,40000,12 - Vehicle Accident/Collision,2013-08-22T23:14:39,Unintentional,August,Thursday
2370476,8000,51 - Mechanical Failure,2012-05-30T14:19:14,Mechanical/Electrical Failure,May,Wednesday
2370477,6000,51 - Mechanical Failure,2012-05-30T18:41:16,Mechanical/Electrical Failure,May,Wednesday
2370478,8000,52 - Electrical Failure,2012-06-01T07:50:23,Mechanical/Electrical Failure,June,Friday
2370479,5000,52 - Electrical Failure,2012-06-02T00:10:21,Mechanical/Electrical Failure,June,Saturday
2370483,200,45 - Improperly Discarded,2012-06-04T20:29:41,Misuse of ignition source/material ignited,June,Monday
2370485,0,45 - Improperly Discarded,2012-06-10T22:32:58,Misuse of ignition source/material ignited,June,Sunday
2370487,4000,51 - Mechanical Failure,2015-10-10T03:33:26,Mechanical/Electrical Failure,October,Saturday
2370489,50,47 - Improper handling of ignition source or ignited material,2012-06-14T10:54:54,Misuse of ignition source/material ignited,June,Thursday
2370490,7500,12 - Vehicle Accident/Collision,2015-04-04T17:17:46,Unintentional,April,Saturday
2370492,100,47 - Improper handling of ignition source or ignited material,2012-09-22T04:38:25,Misuse of ignition source/material ignited,September,Saturday
2370493,0,45 - Improperly Discarded,2012-09-22T12:31:29,Misuse of ignition source/material ignited,September,Saturday
2370497,500,45 - Improperly Discarded,2013-12-03T19:58:51,Misuse of ignition source/material ignited,December,Tuesday
2370498,20000,44 - Unattended,2016-07-26T09:15:48,Misuse of ignition source/material ignited,July,Tuesday
2370499,0,44 - Unattended,2016-07-26T18:02:03,Misuse of ignition source/material ignited,July,Tuesday
2370500,200,46 - Used or Placed too close to combustibles,2012-09-24T23:45:01,Misuse of ignition source/material ignited,September,Monday
2370501,200,45 - Improperly Discarded,2012-09-25T04:20:09,Misuse of ignition source/material ignited,September,Tuesday
2370504,200,52 - Electrical Failure,2013-06-28T20:55:49,Mechanical/Electrical Failure,June,Friday
2370505,2000,52 - Electrical Failure,2015-09-07T17:42:18,Mechanical/Electrical Failure,September,Monday
2370506,0,47 - Improper handling of ignition source or ignited material,2017-06-13T02:05:40,Misuse of ignition source/material ignited,June,Tuesday
2370508,300,52 - Electrical Failure,2016-02-15T23:03:48,Mechanical/Electrical Failure,February,Monday
2370509,2000,52 - Electrical Failure,2017-06-13T17:58:33,Mechanical/Electrical Failure,June,Tuesday
2370510,25000,52 - Electrical Failure,2016-11-27T13:37:10,Mechanical/Electrical Failure,November,Sunday
2370511,3000,50 - Other misuse of ignition source/material ignited,2013-06-30T22:03:34,Misuse of ignition source/material ignitedl,June,Sunday
2370512,10000,12 - Vehicle Accident/Collision,2016-07-08T09:04:50,Unintentional,July,Friday
2370514,100,45 - Improperly Discarded,2015-04-07T22:29:22,Misuse of ignition source/material ignited,April,Tuesday
2370515,0,45 - Improperly Discarded,2015-04-19T16:08:06,Misuse of ignition source/material ignited,April,Sunday
2370516,50,48 - Used for purpose not intended,2013-09-12T17:14:16,Misuse of ignition source/material ignited,September,Thursday
2370517,500,45 - Improperly Discarded,2017-07-16T11:41:56,Misuse of ignition source/material ignited,July,Sunday
2370518,5000,52 - Electrical Failure,2015-10-11T20:38:14,Mechanical/Electrical Failure,October,Sunday
2370521,0,49 - Improper Storage,2013-12-05T16:37:33,Misuse of ignition source/material ignitedl,December,Thursday
2370522,20000,52 - Electrical Failure,2013-12-05T19:41:19,Mechanical/Electrical Failure,December,Thursday
2370523,4000,44 - Unattended,2013-12-06T04:41:09,Misuse of ignition source/material ignited,December,Friday
2370525,10000,48 - Used for purpose not intended,2013-12-06T16:01:11,Misuse of ignition source/material ignited,December,Friday
2370526,3000,44 - Unattended,2015-11-16T14:53:57,Misuse of ignition source/material ignited,November,Monday
2370528,10000,44 - Unattended,2012-09-27T13:50:53,Misuse of ignition source/material ignited,September,Thursday
2370531,25000,52 - Electrical Failure,2013-12-06T18:47:48,Mechanical/Electrical Failure,December,Friday
2370532,5000,44 - Unattended,2013-12-06T21:48:37,Misuse of ignition source/material ignited,December,Friday
2370534,7000,52 - Electrical Failure,2013-07-02T18:59:18,Mechanical/Electrical Failure,July,Tuesday
2370535,0,45 - Improperly Discarded,2014-06-05T11:46:40,Misuse of ignition source/material ignited,June,Thursday
2370537,10000,51 - Mechanical Failure,2015-09-08T21:12:08,Mechanical/Electrical Failure,September,Tuesday
2370538,2000,52 - Electrical Failure,2013-07-03T18:14:59,Mechanical/Electrical Failure,July,Wednesday
2370540,500,45 - Improperly Discarded,2016-06-20T19:18:47,Misuse of ignition source/material ignited,June,Monday
2370542,1000,52 - Electrical Failure,2016-09-15T03:58:31,Mechanical/Electrical Failure,September,Thursday
2370544,3000,45 - Improperly Discarded,2012-09-29T02:50:22,Misuse of ignition source/material ignited,September,Saturday
2370545,300,46 - Used or Placed too close to combustibles,2012-09-29T23:36:12,Misuse of ignition source/material ignited,September,Saturday
2370546,5000,44 - Unattended,2016-04-15T15:48:27,Misuse of ignition source/material ignited,April,Friday
2370547,300,46 - Used or Placed too close to combustibles,2016-10-18T04:56:01,Misuse of ignition source/material ignited,October,Tuesday
2370548,100,44 - Unattended,2016-10-18T06:09:41,Misuse of ignition source/material ignited,October,Tuesday
2370549,20000,51 - Mechanical Failure,2017-03-16T21:11:43,Mechanical/Electrical Failure,March,Thursday
2370552,5000,47 - Improper handling of ignition source or ignited material,2016-03-17T13:30:25,Misuse of ignition source/material ignited,March,Thursday
2370556,25000,52 - Electrical Failure,2014-09-29T23:36:52,Mechanical/Electrical Failure,September,Monday
2370559,0,44 - Unattended,2013-12-08T23:42:05,Misuse of ignition source/material ignited,December,Sunday
2370561,1000,52 - Electrical Failure,2015-11-18T08:30:09,Mechanical/Electrical Failure,November,Wednesday
2370562,1000,52 - Electrical Failure,2013-09-26T20:46:47,Mechanical/Electrical Failure,September,Thursday
2370565,1000,45 - Improperly Discarded,2012-07-11T14:14:33,Misuse of ignition source/material ignited,July,Wednesday
2370566,500,44 - Unattended,2012-07-13T14:07:21,Misuse of ignition source/material ignited,July,Friday
2370568,1000,45 - Improperly Discarded,2015-04-18T12:18:08,Misuse of ignition source/material ignited,April,Saturday
2370569,750,47 - Improper handling of ignition source or ignited material,2015-05-22T12:39:18,Misuse of ignition source/material ignited,May,Friday
2370571,100,46 - Used or Placed too close to combustibles,2017-05-19T15:44:20,Misuse of ignition source/material ignited,May,Friday
2370572,1500,52 - Electrical Failure,2017-05-19T22:56:51,Mechanical/Electrical Failure,May,Friday
2370573,500,51 - Mechanical Failure,2016-07-28T17:02:10,Mechanical/Electrical Failure,July,Thursday
2370574,1000,44 - Unattended,2014-10-01T21:02:53,Misuse of ignition source/material ignited,October,Wednesday
2370575,300,52 - Electrical Failure,2013-12-11T12:29:15,Mechanical/Electrical Failure,December,Wednesday
2370577,500,20 - Design/Construction/Installation/Maintenance Deficiency,2014-10-02T18:51:28,Design/Construction/Maintenance deficiency,October,Thursday
2370578,0,45 - Improperly Discarded,2014-10-03T10:09:18,Misuse of ignition source/material ignited,October,Friday
2370579,0,45 - Improperly Discarded,2017-04-27T03:18:39,Misuse of ignition source/material ignited,April,Thursday
2370580,200,45 - Improperly Discarded,2015-05-23T14:16:46,Misuse of ignition source/material ignited,May,Saturday
2370584,2000,44 - Unattended,2012-10-06T00:17:58,Misuse of ignition source/material ignited,October,Saturday
2370585,1000,50 - Other misuse of ignition source/material ignited,2012-10-07T01:43:44,Misuse of ignition source/material ignitedl,October,Sunday
2370587,200,20 - Design/Construction/Installation/Maintenance Deficiency,2016-04-17T02:10:33,Design/Construction/Maintenance deficiency,April,Sunday
2370588,5000,44 - Unattended,2012-10-09T09:53:18,Misuse of ignition source/material ignited,October,Tuesday
2370589,1000,51 - Mechanical Failure,2014-10-05T19:40:07,Mechanical/Electrical Failure,October,Sunday
2370590,0,47 - Improper handling of ignition source or ignited material,2014-10-06T05:59:36,Misuse of ignition source/material ignited,October,Monday
2370591,10000,44 - Unattended,2016-12-24T12:27:59,Misuse of ignition source/material ignited,December,Saturday
2370593,20000,51 - Mechanical Failure,2012-10-11T00:01:24,Mechanical/Electrical Failure,October,Thursday
2370594,300,52 - Electrical Failure,2016-07-29T10:49:05,Mechanical/Electrical Failure,July,Friday
2370595,0,47 - Improper handling of ignition source or ignited material,2016-07-29T22:02:10,Misuse of ignition source/material ignited,July,Friday
2370599,70000,51 - Mechanical Failure,2015-10-23T19:28:11,Mechanical/Electrical Failure,October,Friday
2370600,0,46 - Used or Placed too close to combustibles,2013-10-11T14:36:39,Misuse of ignition source/material ignited,October,Friday
2370602,7000,51 - Mechanical Failure,2014-08-24T09:24:56,Mechanical/Electrical Failure,August,Sunday
2370603,2000,47 - Improper handling of ignition source or ignited material,2015-04-25T18:49:19,Misuse of ignition source/material ignited,April,Saturday
2370605,0,20 - Design/Construction/Installation/Maintenance Deficiency,2017-02-12T21:34:56,Design/Construction/Maintenance deficiency,February,Sunday
2370606,5000,47 - Improper handling of ignition source or ignited material,2014-10-08T06:13:25,Misuse of ignition source/material ignited,October,Wednesday
2370608,0,20 - Design/Construction/Installation/Maintenance Deficiency,2013-12-18T13:51:46,Design/Construction/Maintenance deficiency,December,Wednesday
2370610,100,45 - Improperly Discarded,2013-12-19T04:23:05,Misuse of ignition source/material ignited,December,Thursday
2370611,100,45 - Improperly Discarded,2015-05-26T19:09:14,Misuse of ignition source/material ignited,May,Tuesday
2370612,0,20 - Design/Construction/Installation/Maintenance Deficiency,2015-05-27T10:25:04,Design/Construction/Maintenance deficiency,May,Wednesday
2370613,0,45 - Improperly Discarded,2012-10-13T13:43:29,Misuse of ignition source/material ignited,October,Saturday
2370614,200,47 - Improper handling of ignition source or ignited material,2012-10-13T16:57:40,Misuse of ignition source/material ignited,October,Saturday
2370618,25000,51 - Mechanical Failure,2014-09-17T07:46:18,Mechanical/Electrical Failure,September,Wednesday
2370619,500,44 - Unattended,2013-10-20T13:35:29,Misuse of ignition source/material ignited,October,Sunday
2370620,3000,47 - Improper handling of ignition source or ignited material,2014-08-28T15:43:57,Misuse of ignition source/material ignited,August,Thursday
2370621,2500,52 - Electrical Failure,2012-07-30T13:42:18,Mechanical/Electrical Failure,July,Monday
2370623,10000,51 - Mechanical Failure,2015-10-30T11:18:38,Mechanical/Electrical Failure,October,Friday
2370624,10000,52 - Electrical Failure,2015-04-29T07:31:32,Mechanical/Electrical Failure,April,Wednesday
2370625,50,52 - Electrical Failure,2014-09-02T13:50:17,Mechanical/Electrical Failure,September,Tuesday
2370626,200,50 - Other misuse of ignition source/material ignited,2012-08-09T16:26:16,Misuse of ignition source/material ignitedl,August,Thursday
2370627,250,47 - Improper handling of ignition source or ignited material,2012-08-14T02:12:58,Misuse of ignition source/material ignited,August,Tuesday
2370628,5000,52 - Electrical Failure,2016-02-17T20:57:56,Mechanical/Electrical Failure,February,Wednesday
2370629,0,45 - Improperly Discarded,2014-06-07T23:32:50,Misuse of ignition source/material ignited,June,Saturday
2370631,500,49 - Improper Storage,2016-06-21T03:08:11,Misuse of ignition source/material ignitedl,June,Tuesday
2370632,10000,20 - Design/Construction/Installation/Maintenance Deficiency,2015-02-27T12:17:48,Design/Construction/Maintenance deficiency,February,Friday
2370634,160,45 - Improperly Discarded,2012-08-19T14:07:23,Misuse of ignition source/material ignited,August,Sunday
2370635,1000,20 - Design/Construction/Installation/Maintenance Deficiency,2015-05-03T16:42:34,Design/Construction/Maintenance deficiency,May,Sunday
2370637,250,47 - Improper handling of ignition source or ignited material,2012-08-22T11:06:11,Misuse of ignition source/material ignited,August,Wednesday
2370639,50,49 - Improper Storage,2014-09-11T10:52:36,Misuse of ignition source/material ignitedl,September,Thursday
2370641,200,47 - Improper handling of ignition source or ignited material,2014-06-13T03:04:23,Misuse of ignition source/material ignited,June,Friday
2370643,2000,52 - Electrical Failure,2015-02-26T12:18:56,Mechanical/Electrical Failure,February,Thursday
2370644,0,47 - Improper handling of ignition source or ignited material,2014-06-13T15:30:52,Misuse of ignition source/material ignited,June,Friday
2370647,5000,51 - Mechanical Failure,2013-07-10T18:01:16,Mechanical/Electrical Failure,July,Wednesday
2370650,2000,20 - Design/Construction/Installation/Maintenance Deficiency,2017-07-10T05:18:49,Design/Construction/Maintenance deficiency,July,Monday
2370651,2000,52 - Electrical Failure,2013-11-11T11:33:28,Mechanical/Electrical Failure,November,Monday
2370653,300,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2012-09-01T19:29:16,Design/Construction/Maintenance deficiency,September,Saturday
2370654,2000,52 - Electrical Failure,2015-11-10T19:36:05,Mechanical/Electrical Failure,November,Tuesday
2370655,50,44 - Unattended,2016-10-14T15:53:20,Misuse of ignition source/material ignited,October,Friday
2370656,500,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2015-11-12T16:10:29,Design/Construction/Maintenance deficiency,November,Thursday
2370657,10000,44 - Unattended,2012-10-14T14:01:21,Misuse of ignition source/material ignited,October,Sunday
2370658,5000,44 - Unattended,2017-07-30T09:47:57,Misuse of ignition source/material ignited,July,Sunday
2370659,5000,44 - Unattended,2017-06-05T08:54:06,Misuse of ignition source/material ignited,June,Monday
2370660,800,52 - Electrical Failure,2012-10-18T22:53:46,Mechanical/Electrical Failure,October,Thursday
2370662,3000,45 - Improperly Discarded,2012-10-26T12:25:53,Misuse of ignition source/material ignited,October,Friday
2370663,20000,52 - Electrical Failure,2016-12-25T17:49:04,Mechanical/Electrical Failure,December,Sunday
2370666,2000,45 - Improperly Discarded,2014-10-20T11:00:02,Misuse of ignition source/material ignited,October,Monday
2370667,200,52 - Electrical Failure,2013-12-23T17:46:43,Mechanical/Electrical Failure,December,Monday
2370669,40000,44 - Unattended,2017-05-18T16:32:45,Misuse of ignition source/material ignited,May,Thursday
2370670,3000,44 - Unattended,2013-12-11T12:07:45,Misuse of ignition source/material ignited,December,Wednesday
2370671,1000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2014-10-04T21:24:53,Design/Construction/Maintenance deficiency,October,Saturday
2370674,30000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2012-09-12T00:10:09,Design/Construction/Maintenance deficiency,September,Wednesday
2370675,5000,52 - Electrical Failure,2013-11-26T07:30:36,Mechanical/Electrical Failure,November,Tuesday
2370676,6000,20 - Design/Construction/Installation/Maintenance Deficiency,2014-09-22T12:19:50,Design/Construction/Maintenance deficiency,September,Monday
2370677,3000,12 - Vehicle Accident/Collision,2013-07-11T16:54:12,Unintentional,July,Thursday
2370683,0,45 - Improperly Discarded,2015-02-28T15:40:17,Misuse of ignition source/material ignited,February,Saturday
2370685,0,45 - Improperly Discarded,2013-07-13T16:11:46,Misuse of ignition source/material ignited,July,Saturday
2370687,250,51 - Mechanical Failure,2016-04-12T00:29:52,Mechanical/Electrical Failure,April,Tuesday
2370688,500,52 - Electrical Failure,2014-09-24T19:43:48,Mechanical/Electrical Failure,September,Wednesday
2370689,20,44 - Unattended,2013-12-08T18:08:48,Misuse of ignition source/material ignited,December,Sunday
2370692,0,45 - Improperly Discarded,2013-07-14T00:10:24,Misuse of ignition source/material ignited,July,Sunday
2370696,100,45 - Improperly Discarded,2017-07-31T18:34:55,Misuse of ignition source/material ignited,July,Monday
2370698,2000,52 - Electrical Failure,2017-08-02T16:59:24,Mechanical/Electrical Failure,August,Wednesday
2370703,5000,52 - Electrical Failure,2013-12-20T12:53:51,Mechanical/Electrical Failure,December,Friday
2370704,5000,45 - Improperly Discarded,2013-12-20T22:25:56,Misuse of ignition source/material ignited,December,Friday
2370705,2500,52 - Electrical Failure,2012-10-15T16:26:59,Mechanical/Electrical Failure,October,Monday
2370710,0,47 - Improper handling of ignition source or ignited material,2016-04-17T12:41:47,Misuse of ignition source/material ignited,April,Sunday
2370713,200,45 - Improperly Discarded,2015-05-27T15:25:26,Misuse of ignition source/material ignited,May,Wednesday
2370714,1000,20 - Design/Construction/Installation/Maintenance Deficiency,2014-10-09T15:30:37,Design/Construction/Maintenance deficiency,October,Thursday
2370715,0,45 - Improperly Discarded,2015-11-23T16:25:13,Misuse of ignition source/material ignited,November,Monday
2370716,500,51 - Mechanical Failure,2015-11-24T04:52:43,Mechanical/Electrical Failure,November,Tuesday
2370717,0,45 - Improperly Discarded,2015-11-24T05:07:44,Misuse of ignition source/material ignited,November,Tuesday
2370719,300,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2015-05-28T18:49:55,Design/Construction/Maintenance deficiency,May,Thursday
2370720,35000,52 - Electrical Failure,2015-05-29T04:52:21,Mechanical/Electrical Failure,May,Friday
2370721,200,20 - Design/Construction/Installation/Maintenance Deficiency,2015-05-29T04:54:56,Design/Construction/Maintenance deficiency,May,Friday
2370723,10000,51 - Mechanical Failure,2015-05-29T17:53:11,Mechanical/Electrical Failure,May,Friday
2370725,5000,47 - Improper handling of ignition source or ignited material,2012-10-17T21:10:30,Misuse of ignition source/material ignited,October,Wednesday
2370726,5,45 - Improperly Discarded,2012-10-18T06:37:03,Misuse of ignition source/material ignited,October,Thursday
2370727,5000,44 - Unattended,2012-10-18T23:02:03,Misuse of ignition source/material ignited,October,Thursday
2370730,0,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2014-10-11T13:30:36,Design/Construction/Maintenance deficiency,October,Saturday
2370732,7000,47 - Improper handling of ignition source or ignited material,2012-10-19T16:14:23,Misuse of ignition source/material ignited,October,Friday
2370733,5000,52 - Electrical Failure,2012-10-20T20:48:20,Mechanical/Electrical Failure,October,Saturday
2370735,5000,45 - Improperly Discarded,2016-04-19T16:06:48,Misuse of ignition source/material ignited,April,Tuesday
2370736,10000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2016-04-19T18:58:24,Design/Construction/Maintenance deficiency,April,Tuesday
2370739,10000,52 - Electrical Failure,2016-04-21T03:31:26,Mechanical/Electrical Failure,April,Thursday
2370740,500,52 - Electrical Failure,2017-06-06T01:36:08,Mechanical/Electrical Failure,June,Tuesday
2370741,50,47 - Improper handling of ignition source or ignited material,2015-05-30T02:41:42,Misuse of ignition source/material ignited,May,Saturday
2370743,2000,52 - Electrical Failure,2012-10-22T19:45:38,Mechanical/Electrical Failure,October,Monday
2370744,1,47 - Improper handling of ignition source or ignited material,2012-10-22T20:38:02,Misuse of ignition source/material ignited,October,Monday
2370745,500,45 - Improperly Discarded,2014-10-13T01:39:43,Misuse of ignition source/material ignited,October,Monday
2370746,200,52 - Electrical Failure,2014-10-13T17:35:42,Mechanical/Electrical Failure,October,Monday
2370748,1000,44 - Unattended,2017-07-30T10:48:27,Misuse of ignition source/material ignited,July,Sunday
2370749,0,51 - Mechanical Failure,2017-06-05T16:35:15,Mechanical/Electrical Failure,June,Monday
2370750,50,45 - Improperly Discarded,2013-12-20T17:15:43,Misuse of ignition source/material ignited,December,Friday
2370751,1500,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2012-10-18T15:18:25,Design/Construction/Maintenance deficiency,October,Thursday
2370752,5000,52 - Electrical Failure,2016-10-20T13:53:16,Mechanical/Electrical Failure,October,Thursday
2370753,1000,52 - Electrical Failure,2016-07-30T21:46:11,Mechanical/Electrical Failure,July,Saturday
2370754,10000,52 - Electrical Failure,2015-11-25T18:43:12,Mechanical/Electrical Failure,November,Wednesday
2370755,10000,52 - Electrical Failure,2015-06-17T20:08:46,Mechanical/Electrical Failure,June,Wednesday
2370756,40000,52 - Electrical Failure,2017-08-06T22:37:40,Mechanical/Electrical Failure,August,Sunday
2370757,1000,52 - Electrical Failure,2017-08-08T16:04:40,Mechanical/Electrical Failure,August,Tuesday
2370759,5000,52 - Electrical Failure,2017-08-14T09:22:01,Mechanical/Electrical Failure,August,Monday
2370760,28000,52 - Electrical Failure,2017-08-15T23:01:03,Mechanical/Electrical Failure,August,Tuesday
2370762,200,45 - Improperly Discarded,2017-08-16T12:10:45,Misuse of ignition source/material ignited,August,Wednesday
2370765,5000,20 - Design/Construction/Installation/Maintenance Deficiency,2012-10-24T12:05:45,Design/Construction/Maintenance deficiency,October,Wednesday
2370766,0,44 - Unattended,2012-10-24T18:06:51,Misuse of ignition source/material ignited,October,Wednesday
2370767,1000,52 - Electrical Failure,2017-06-06T16:26:27,Mechanical/Electrical Failure,June,Tuesday
2370768,5000,47 - Improper handling of ignition source or ignited material,2017-07-17T21:23:41,Misuse of ignition source/material ignited,July,Monday
2370769,3000,20 - Design/Construction/Installation/Maintenance Deficiency,2017-02-13T18:05:30,Design/Construction/Maintenance deficiency,February,Monday
2370770,2000,51 - Mechanical Failure,2017-08-20T18:40:27,Mechanical/Electrical Failure,August,Sunday
2370772,0,50 - Other misuse of ignition source/material ignited,2017-08-23T15:51:37,Misuse of ignition source/material ignitedl,August,Wednesday
2370773,2000,44 - Unattended,2017-08-24T19:04:59,Misuse of ignition source/material ignited,August,Thursday
2370774,1,45 - Improperly Discarded,2017-08-24T22:25:29,Misuse of ignition source/material ignited,August,Thursday
2370778,2000,51 - Mechanical Failure,2017-08-28T21:06:44,Mechanical/Electrical Failure,August,Monday
2370779,6000,52 - Electrical Failure,2017-08-29T18:20:02,Mechanical/Electrical Failure,August,Tuesday
2370780,10000,52 - Electrical Failure,2017-08-30T15:14:18,Mechanical/Electrical Failure,August,Wednesday
2370783,200,45 - Improperly Discarded,2017-09-01T16:26:19,Misuse of ignition source/material ignited,September,Friday
2370784,700,45 - Improperly Discarded,2017-09-02T18:13:59,Misuse of ignition source/material ignited,September,Saturday
2370785,70000,20 - Design/Construction/Installation/Maintenance Deficiency,2017-09-05T17:48:45,Design/Construction/Maintenance deficiency,September,Tuesday
2370786,2000,52 - Electrical Failure,2017-09-06T13:49:04,Mechanical/Electrical Failure,September,Wednesday
2370787,0,47 - Improper handling of ignition source or ignited material,2015-11-26T16:48:59,Misuse of ignition source/material ignited,November,Thursday
2370789,12000,52 - Electrical Failure,2016-10-22T08:57:40,Mechanical/Electrical Failure,October,Saturday
2370790,50,47 - Improper handling of ignition source or ignited material,2016-10-23T16:49:45,Misuse of ignition source/material ignited,October,Sunday
2370791,10000,52 - Electrical Failure,2016-04-24T13:03:03,Mechanical/Electrical Failure,April,Sunday
2370792,25,45 - Improperly Discarded,2012-11-08T03:44:06,Misuse of ignition source/material ignited,November,Thursday
2370793,10000,47 - Improper handling of ignition source or ignited material,2016-12-25T02:49:34,Misuse of ignition source/material ignited,December,Sunday
2370796,9500,44 - Unattended,2012-10-26T19:53:31,Misuse of ignition source/material ignited,October,Friday
2370797,1000,47 - Improper handling of ignition source or ignited material,2014-10-14T21:15:52,Misuse of ignition source/material ignited,October,Tuesday
2370798,1000,44 - Unattended,2014-10-15T13:42:22,Misuse of ignition source/material ignited,October,Wednesday
2370799,1000,50 - Other misuse of ignition source/material ignited,2015-06-07T17:51:11,Misuse of ignition source/material ignitedl,June,Sunday
2370801,50,47 - Improper handling of ignition source or ignited material,2016-04-28T19:01:01,Misuse of ignition source/material ignited,April,Thursday
2370802,0,51 - Mechanical Failure,2014-11-02T13:06:23,Mechanical/Electrical Failure,November,Sunday
2370803,200,50 - Other misuse of ignition source/material ignited,2015-12-08T02:01:37,Misuse of ignition source/material ignitedl,December,Tuesday
2370804,1000,52 - Electrical Failure,2015-06-16T06:30:07,Mechanical/Electrical Failure,June,Tuesday
2370805,0,46 - Used or Placed too close to combustibles,2015-06-01T08:41:41,Misuse of ignition source/material ignited,June,Monday
2370806,50,52 - Electrical Failure,2015-06-02T09:58:35,Mechanical/Electrical Failure,June,Tuesday
2370807,1000,46 - Used or Placed too close to combustibles,2016-12-25T16:47:37,Misuse of ignition source/material ignited,December,Sunday
2370809,1000,52 - Electrical Failure,2013-01-08T15:08:32,Mechanical/Electrical Failure,January,Tuesday
2370810,7000,52 - Electrical Failure,2015-11-27T18:26:12,Mechanical/Electrical Failure,November,Friday
2370811,500,51 - Mechanical Failure,2012-10-28T12:52:35,Mechanical/Electrical Failure,October,Sunday
2370812,100,20 - Design/Construction/Installation/Maintenance Deficiency,2014-10-16T20:56:28,Design/Construction/Maintenance deficiency,October,Thursday
2370813,2000,20 - Design/Construction/Installation/Maintenance Deficiency,2016-08-01T18:43:43,Design/Construction/Maintenance deficiency,August,Monday
2370814,500,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2016-08-01T20:22:37,Design/Construction/Maintenance deficiency,August,Monday
2370815,1000,49 - Improper Storage,2012-10-29T19:42:57,Misuse of ignition source/material ignitedl,October,Monday
2370816,1000,52 - Electrical Failure,2012-10-30T00:02:33,Mechanical/Electrical Failure,October,Tuesday
2370818,500,44 - Unattended,2015-06-03T20:48:14,Misuse of ignition source/material ignited,June,Wednesday
2370819,300,45 - Improperly Discarded,2015-06-04T07:06:38,Misuse of ignition source/material ignited,June,Thursday
2370820,1000,20 - Design/Construction/Installation/Maintenance Deficiency,2013-12-22T18:37:19,Design/Construction/Maintenance deficiency,December,Sunday
2370821,1000,51 - Mechanical Failure,2016-10-22T12:44:11,Mechanical/Electrical Failure,October,Saturday
2370822,250,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2016-10-22T20:23:41,Design/Construction/Maintenance deficiency,October,Saturday
2370823,3500,52 - Electrical Failure,2017-09-08T00:05:06,Mechanical/Electrical Failure,September,Friday
